GAMECODE,GAME_ID,GAME_DATE,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM
19990205/WASIND,0029800006,"FRIDAY, FEBRUARY 5, 1999",1159.0,Kevin,Fehr,62
19990205/WASIND,0029800006,"FRIDAY, FEBRUARY 5, 1999",1155.0,JB,DeRosa,52
19990205/WASIND,0029800006,"FRIDAY, FEBRUARY 5, 1999",1161.0,Joe,Forte,45
19990205/SACSAS,0029800007,"FRIDAY, FEBRUARY 5, 1999",1662.0,Bill,Kennedy,73
19990205/SACSAS,0029800007,"FRIDAY, FEBRUARY 5, 1999",1203.0,Mark,Wunderlich,61
19990205/SACSAS,0029800007,"FRIDAY, FEBRUARY 5, 1999",1163.0,Bernie,Fryer,7
19990205/PHXLAC,0029800010,"FRIDAY, FEBRUARY 5, 1999",1146.0,Tony,Brothers,56
19990205/PHXLAC,0029800010,"FRIDAY, FEBRUARY 5, 1999",1165.0,Luis,Grillo,8
19990205/PHXLAC,0029800010,"FRIDAY, FEBRUARY 5, 1999",1158.0,Hugh,Evans,25
19990209/MILTOR,0029800038,"TUESDAY, FEBRUARY 9, 1999",1152.0,Dan,Crawford,43
19990209/MILTOR,0029800038,"TUESDAY, FEBRUARY 9, 1999",1185.0,Violet,Palmer,66
19990209/MILTOR,0029800038,"TUESDAY, FEBRUARY 9, 1999",1157.0,Terry,Durham,31
19990209/UTADAL,0029800041,"TUESDAY, FEBRUARY 9, 1999",1164.0,Ron,Garretson,10
19990209/UTADAL,0029800041,"TUESDAY, FEBRUARY 9, 1999",1200.0,Greg,Willard,57
19990209/UTADAL,0029800041,"TUESDAY, FEBRUARY 9, 1999",1661.0,Rashan,Michel,74
19990209/SACPHX,0029800042,"TUESDAY, FEBRUARY 9, 1999",1195.0,Derrick,Stafford,14
19990209/SACPHX,0029800042,"TUESDAY, FEBRUARY 9, 1999",1168.0,David,Jones,36
19990209/SACPHX,0029800042,"TUESDAY, FEBRUARY 9, 1999",1204.0,Derek,Richardson,63
19990211/HOUDAL,0029800059,"THURSDAY, FEBRUARY 11, 1999",1163.0,Bernie,Fryer,7
19990211/HOUDAL,0029800059,"THURSDAY, FEBRUARY 11, 1999",1204.0,Derek,Richardson,63
19990211/HOUDAL,0029800059,"THURSDAY, FEBRUARY 11, 1999",1195.0,Derrick,Stafford,14
19990211/UTAPHX,0029800060,"THURSDAY, FEBRUARY 11, 1999",1142.0,Dick,Bavetta,27
19990211/UTAPHX,0029800060,"THURSDAY, FEBRUARY 11, 1999",1159.0,Kevin,Fehr,62
19990211/UTAPHX,0029800060,"THURSDAY, FEBRUARY 11, 1999",1155.0,JB,DeRosa,52
19990211/INDVAN,0029800061,"THURSDAY, FEBRUARY 11, 1999",1202.0,Tommie,Wood,39
19990211/INDVAN,0029800061,"THURSDAY, FEBRUARY 11, 1999",1162.0,Scott,Foster,48
19990211/INDVAN,0029800061,"THURSDAY, FEBRUARY 11, 1999",1150.0,Jimmy,Clark,6
19990215/NJNMIA,0029800075,"MONDAY, FEBRUARY 15, 1999",1201.0,Leon,Wood,40
19990215/NJNMIA,0029800075,"MONDAY, FEBRUARY 15, 1999",1180.0,Jack,Nies,35
19990215/NJNMIA,0029800075,"MONDAY, FEBRUARY 15, 1999",1160.0,Nolan,Fine,50
19990218/HOUNJN,0029800101,"THURSDAY, FEBRUARY 18, 1999",1162.0,Scott,Foster,48
19990218/HOUNJN,0029800101,"THURSDAY, FEBRUARY 18, 1999",1830.0,Marc,Davis,64
19990218/HOUNJN,0029800101,"THURSDAY, FEBRUARY 18, 1999",1167.0,Steve,Javie,29
19990222/DALPHX,0029800137,"MONDAY, FEBRUARY 22, 1999",1193.0,Michael,Smith,59
19990222/DALPHX,0029800137,"MONDAY, FEBRUARY 22, 1999",1201.0,Leon,Wood,40
19990222/DALPHX,0029800137,"MONDAY, FEBRUARY 22, 1999",1180.0,Jack,Nies,35
19990228/GSWPHX,0029800185,"SUNDAY, FEBRUARY 28, 1999",1200.0,Greg,Willard,57
19990228/GSWPHX,0029800185,"SUNDAY, FEBRUARY 28, 1999",1164.0,Ron,Garretson,10
19990228/GSWPHX,0029800185,"SUNDAY, FEBRUARY 28, 1999",1363.0,Bennie,Adams,47
19990307/SASDEN,0029800238,"SUNDAY, MARCH 7, 1999",1157.0,Terry,Durham,31
19990307/SASDEN,0029800238,"SUNDAY, MARCH 7, 1999",1170.0,Denise,Kantner,65
19990307/SASDEN,0029800238,"SUNDAY, MARCH 7, 1999",1163.0,Bernie,Fryer,7
19990313/PORLAC,0029800289,"SATURDAY, MARCH 13, 1999",1142.0,Dick,Bavetta,27
19990313/PORLAC,0029800289,"SATURDAY, MARCH 13, 1999",1155.0,JB,DeRosa,52
19990313/PORLAC,0029800289,"SATURDAY, MARCH 13, 1999",1170.0,Denise,Kantner,65
19990314/MILWAS,0029800292,"SUNDAY, MARCH 14, 1999",1165.0,Luis,Grillo,8
19990314/MILWAS,0029800292,"SUNDAY, MARCH 14, 1999",1661.0,Rashan,Michel,74
19990314/MILWAS,0029800292,"SUNDAY, MARCH 14, 1999",1195.0,Derrick,Stafford,14
19990325/CLEORL,0029800383,"THURSDAY, MARCH 25, 1999",1830.0,Marc,Davis,64
19990325/CLEORL,0029800383,"THURSDAY, MARCH 25, 1999",1180.0,Jack,Nies,35
19990325/CLEORL,0029800383,"THURSDAY, MARCH 25, 1999",1827.0,George,Toliver,23
19990326/INDNJN,0029800387,"FRIDAY, MARCH 26, 1999",1198.0,Scott,Wall,60
19990326/INDNJN,0029800387,"FRIDAY, MARCH 26, 1999",1154.0,Bob,Delaney,26
19990326/INDNJN,0029800387,"FRIDAY, MARCH 26, 1999",1181.0,Tommy,Nunez,28
19990404/MILCLE,0029800466,"SUNDAY, APRIL 4, 1999",1159.0,Kevin,Fehr,62
19990404/MILCLE,0029800466,"SUNDAY, APRIL 4, 1999",1203.0,Mark,Wunderlich,61
19990404/MILCLE,0029800466,"SUNDAY, APRIL 4, 1999",1158.0,Hugh,Evans,25
19990409/WASCHH,0029800506,"FRIDAY, APRIL 9, 1999",1203.0,Mark,Wunderlich,61
19990409/WASCHH,0029800506,"FRIDAY, APRIL 9, 1999",1189.0,Phil,Robinson,70
19990409/WASCHH,0029800506,"FRIDAY, APRIL 9, 1999",1825.0,Mike,Mathis,13
19990505/WASATL,0029800717,"WEDNESDAY, MAY 5, 1999",1174.0,Ken,Mauer,41
19990505/WASATL,0029800717,"WEDNESDAY, MAY 5, 1999",1202.0,Tommie,Wood,39
19990505/WASATL,0029800717,"WEDNESDAY, MAY 5, 1999",1825.0,Mike,Mathis,13
